id,jozz,page,sura_no,sura_name_en,sura_name_ar,line_start,line_end,aya_no,aya_text,aya_text_emlaey,aya_tafseer
32,1,5,2,Al-Baqarah,"البَقَرَة ",1,4,25,"وَبَشِّرِ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمۡ جَنَّٰتٖ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۖ كُلَّمَا رُزِقُواْ مِنۡهَا مِن ثَمَرَةٖ رِّزۡقٗا قَالُواْ هَٰذَا ٱلَّذِي رُزِقۡنَا مِن قَبۡلُۖ وَأُتُواْ بِهِۦ مُتَشَٰبِهٗاۖ وَلَهُمۡ فِيهَآ أَزۡوَٰجٞ مُّطَهَّرَةٞۖ وَهُمۡ فِيهَا خَٰلِدُونَ ﰘ","وبشر الذين آمنوا وعملوا الصالحات أن لهم جنات تجري من تحتها الأنهار كلما رزقوا منها من ثمرة رزقا قالوا هذا الذي رزقنا من قبل وأتوا به متشابها ولهم فيها أزواج مطهرة وهم فيها خالدون","[25] وأخبر -أيها الرسول- أهل الإيمان والعمل الصالح خبراً يملؤهم سروراً، بأن لهم في الآخرة حدائق عجيبة، تجري الأنهار تحت قصورها العالية وأشجارها الظليلة. كلَّما رزقهم الله فيها نوعاً من الفاكهة اللذيذة قالوا: قد رَزَقَنا الله هذا النوع من قبل، فإذا ذاقوه وجدوه شيئاً جديداً في طعمه ولذته، وإن تشابه مع سابقه في اللون والمنظر والاسم. ولهم في الجنَّات زوجات مطهَّرات من كل ألوان الدنس الحسيِّ كالبول والحيض، والمعنوي كالكذب وسوء الخُلُق. وهم في الجنة ونعيمها دائمون، لا يموتون فيها ولا يخرجون منها."
33,1,5,2,Al-Baqarah,"البَقَرَة ",4,9,26,"۞ إِنَّ ٱللَّهَ لَا يَسۡتَحۡيِۦٓ أَن يَضۡرِبَ مَثَلٗا مَّا بَعُوضَةٗ فَمَا فَوۡقَهَاۚ فَأَمَّا ٱلَّذِينَ ءَامَنُواْ فَيَعۡلَمُونَ أَنَّهُ ٱلۡحَقُّ مِن رَّبِّهِمۡۖ وَأَمَّا ٱلَّذِينَ كَفَرُواْ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَٰذَا مَثَلٗاۘ يُضِلُّ بِهِۦ كَثِيرٗا وَيَهۡدِي بِهِۦ كَثِيرٗاۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلۡفَٰسِقِينَ ﰙ","إن الله لا يستحيي أن يضرب مثلا ما بعوضة فما فوقها فأما الذين آمنوا فيعلمون أنه الحق من ربهم وأما الذين كفروا فيقولون ماذا أراد الله بهذا مثلا يضل به كثيرا ويهدي به كثيرا وما يضل به إلا الفاسقين","[26] إن الله تعالى لا يستحيي من الحق أن يذكر شيئاً ما، قلَّ أو كثر، ولو كان تمثيلاً بأصغر شيء، كالبعوضة والذباب ونحو ذلك، مما ضربه الله مثلاً لِعَجْز كل ما يُعْبد من دون الله. فأما المؤمنون فيعلمون حكمة الله في التمثيل بالصغير والكبير من خلقه، وأما الكفار فَيَسْخرون ويقولون: ما مراد الله مِن ضَرْب المثل بهذه الحشرات الحقيرة؟ويجيبهم الله بأن المراد هو الاختبار، وتمييز المؤمن من الكافر؛ لذلك يصرف الله بهذا المثل ناساً كثيرين عن الحق لسخريتهم منه، ويوفق به غيرهم إلى مزيد من الإيمان والهداية. والله تعالى لا يظلم أحداً؛ لأنه لا يَصْرِف عن الحق إلا الخارجين عن طاعته."
34,1,5,2,Al-Baqarah,"البَقَرَة ",9,11,27,"ٱلَّذِينَ يَنقُضُونَ عَهۡدَ ٱللَّهِ مِنۢ بَعۡدِ مِيثَٰقِهِۦ وَيَقۡطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفۡسِدُونَ فِي ٱلۡأَرۡضِۚ أُوْلَٰٓئِكَ هُمُ ٱلۡخَٰسِرُونَ ﰚ","الذين ينقضون عهد الله من بعد ميثاقه ويقطعون ما أمر الله به أن يوصل ويفسدون في الأرض أولئك هم الخاسرون","[27] الذين ينكثون عهد الله الذي أخذه عليهم بالتوحيد والطاعة، وقد أكَّده بإرسال الرسل، وإنزال الكتب، ويخالفون دين الله كقطع الأرحام ونشر الفساد في الأرض، أولئك هم الخاسرون في الدنيا والآخرة."
35,1,5,2,Al-Baqarah,"البَقَرَة ",11,13,28,"كَيۡفَ تَكۡفُرُونَ بِٱللَّهِ وَكُنتُمۡ أَمۡوَٰتٗا فَأَحۡيَٰكُمۡۖ ثُمَّ يُمِيتُكُمۡ ثُمَّ يُحۡيِيكُمۡ ثُمَّ إِلَيۡهِ تُرۡجَعُونَ ﰛ","كيف تكفرون بالله وكنتم أمواتا فأحياكم ثم يميتكم ثم يحييكم ثم إليه ترجعون","[28] كيف تنكرون -أيُّها المشركون- وحدانية الله تعالى، وتشركون به غيره في العبادة مع البرهان القاطع عليها في أنفسكم؟ فلقد كنتم غير مخلوقين فأوجدكم ونفخ فيكم الحياة، ثم يميتكم بعد انقضاء آجالكم التي حددها لكم، ثم يعيدكم أحياء يوم البعث، ثم إليه ترجعون للحساب والجزاء."
36,1,5,2,Al-Baqarah,"البَقَرَة ",13,15,29,"هُوَ ٱلَّذِي خَلَقَ لَكُم مَّا فِي ٱلۡأَرۡضِ جَمِيعٗا ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبۡعَ سَمَٰوَٰتٖۚ وَهُوَ بِكُلِّ شَيۡءٍ عَلِيمٞ ﰜ","هو الذي خلق لكم ما في الأرض جميعا ثم استوى إلى السماء فسواهن سبع سموات وهو بكل شيء عليم","[29] اللهُ وحده الذي خَلَق لأجلكم كل ما في الأرض من النِّعم التي تنتفعون بها، ثم قصد إلى خلق السموات، فسوَّاهنَّ سبع سموات، وهو بكل شيء عليم. فعِلْمُه -سبحانه- محيط بجميع ما خلق."
37,1,6,2,Al-Baqarah,"البَقَرَة ",1,3,30,"وَإِذۡ قَالَ رَبُّكَ لِلۡمَلَٰٓئِكَةِ إِنِّي جَاعِلٞ فِي ٱلۡأَرۡضِ خَلِيفَةٗۖ قَالُوٓاْ أَتَجۡعَلُ فِيهَا مَن يُفۡسِدُ فِيهَا وَيَسۡفِكُ ٱلدِّمَآءَ وَنَحۡنُ نُسَبِّحُ بِحَمۡدِكَ وَنُقَدِّسُ لَكَۖ قَالَ إِنِّيٓ أَعۡلَمُ مَا لَا تَعۡلَمُونَ ﰝ","وإذ قال ربك للملائكة إني جاعل في الأرض خليفة قالوا أتجعل فيها من يفسد فيها ويسفك الدماء ونحن نسبح بحمدك ونقدس لك قال إني أعلم ما لا تعلمون","[30] واذكر -أيها الرسول- للناس حين قال ربك للملائكة: إني جاعل في الأرض قوماً يخلف بعضهم بعضاً لعمارتها. قالت: يا ربَّنا علِّمْنا وأَرْشِدْنا ما الحكمة في خلق هؤلاء، مع أنَّ من شأنهم الإفساد في الأرض وإراقة الدماء ظلماً وعدواناً ونحن طوع أمرك، ننزِّهك التنزيه اللائق بحمدك وجلالك، ونمجِّدك بكل صفات الكمال والجلال؟ قال الله لهم: إني أعلم ما لا تعلمون من المصلحة الراجحة في خلقهم."
38,1,6,2,Al-Baqarah,"البَقَرَة ",3,5,31,"وَعَلَّمَ ءَادَمَ ٱلۡأَسۡمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمۡ عَلَى ٱلۡمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِي بِأَسۡمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمۡ صَٰدِقِينَ ﰞ","وعلم آدم الأسماء كلها ثم عرضهم على الملائكة فقال أنبئوني بأسماء هؤلاء إن كنتم صادقين","[31] وبياناً لفضل آدم عليه السلام علَّمه الله أسماء الأشياء كلها، ثم عرض مسمَّياتها على الملائكة قائلاً لهم: أخبروني بأسماء هؤلاء الموجودات، إن كنتم صادقين في أنكم أَوْلى بالاستخلاف في الأرض منهم."
39,1,6,2,Al-Baqarah,"البَقَرَة ",5,6,32,"قَالُواْ سُبۡحَٰنَكَ لَا عِلۡمَ لَنَآ إِلَّا مَا عَلَّمۡتَنَآۖ إِنَّكَ أَنتَ ٱلۡعَلِيمُ ٱلۡحَكِيمُ ﰟ","قالوا سبحانك لا علم لنا إلا ما علمتنا إنك أنت العليم الحكيم","[32] قالت الملائكة: ننزِّهك يا ربَّنا، ليس لنا علم إلا ما علَّمتنا إياه. إنك أنت وحدك العليم بشؤون خلقك، الحكيم في تدبيرك."
40,1,6,2,Al-Baqarah,"البَقَرَة ",6,9,33,"قَالَ يَٰٓـَٔادَمُ أَنۢبِئۡهُم بِأَسۡمَآئِهِمۡۖ فَلَمَّآ أَنۢبَأَهُم بِأَسۡمَآئِهِمۡ قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّيٓ أَعۡلَمُ غَيۡبَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَأَعۡلَمُ مَا تُبۡدُونَ وَمَا كُنتُمۡ تَكۡتُمُونَ ﰠ","قال ياآدم أنبئهم بأسمائهم فلما أنبأهم بأسمائهم قال ألم أقل لكم إني أعلم غيب السموات والأرض وأعلم ما تبدون وما كنتم تكتمون","[33] قال الله: يا آدم أخبرهم بأسماء هذه الأشياء التي عجَزوا عن معرفتها. فلما أخبرهم آدم بها، قال الله للملائكة: لقد أخبرتكم أني أعلم ما خفي عنكم في السموات والأرض، وأعلم ما تظهرونه وما تخفونه. "
41,1,6,2,Al-Baqarah,"البَقَرَة ",9,10,34,"وَإِذۡ قُلۡنَا لِلۡمَلَٰٓئِكَةِ ٱسۡجُدُواْ لِأٓدَمَ فَسَجَدُوٓاْ إِلَّآ إِبۡلِيسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَٰفِرِينَ ﰡ","وإذ قلنا للملائكة اسجدوا لآدم فسجدوا إلا إبليس أبى واستكبر وكان من الكافرين","[34] واذكر -أيها الرسول- للناس تكريم الله لآدم حين قال سبحانه للملائكة: اسجدوا لآدم إكراماً له وإظهاراً لفضله، فأطاعوا جميعاً إلا إبليس امتنع عن السجود تكبراً وحسداً، فصار من الجاحدين بالله، العاصين لأمره."
42,1,6,2,Al-Baqarah,"البَقَرَة ",10,12,35,"وَقُلۡنَا يَٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ ﰢ","وقلنا ياآدم اسكن أنت وزوجك الجنة وكلا منها رغدا حيث شئتما ولا تقربا هذه الشجرة فتكونا من الظالمين","[35] وقال الله: يا آدم اسكن أنت وزوجك حواء الجنة، وتمتعا بثمارها تمتعاً هنيئاً واسعاً في أي مكان تشاءان فيها، ولا تقربا هذه الشجرة حتى لا تقعا في المعصية، فتصيرا من المتجاوزين أمر الله."
43,1,6,2,Al-Baqarah,"البَقَرَة ",12,14,36,"فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ ﰣ","فأزلهما الشيطان عنها فأخرجهما مما كانا فيه وقلنا اهبطوا بعضكم لبعض عدو ولكم في الأرض مستقر ومتاع إلى حين","[36] فأوقعهما الشيطان في الخطيئة: بأَنْ وسوس لهما حتى أكلا من الشجرة، فتسبب في إخراجهما من الجنة ونعيمها. وقال الله لهم: اهبطوا إلى الأرض، يعادي بعضكم بعضاً -أي آدم وحواء والشيطان- ولكم في الأرض استقرار وإقامة، وانتفاع بما فيها إلى وقت انتهاء آجالكم."
44,1,6,2,Al-Baqarah,"البَقَرَة ",14,15,37,"فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ ﰤ","فتلقى آدم من ربه كلمات فتاب عليه إنه هو التواب الرحيم","[37] فتلقى آدمُ بالقبول كلماتٍ، ألهمه الله إياها توبة واستغفاراً، وهي قوله تعالى: <span class='aya'>ﵡرَبَّنَا ظَلَمۡنَآ أَنفُسَنَا وَإِن لَّمۡ تَغۡفِرۡ لَنَا وَتَرۡحَمۡنَا لَنَكُونَنَّ مِنَ ٱلۡخَٰسِرِينَﵠ</span>، فتاب الله عليه، وغفر له ذنبه. إنه تعالى هو التواب لمن تاب مِن عباده، الرحيم بهم."
45,1,7,2,Al-Baqarah,"البَقَرَة ",1,2,38,"قُلۡنَا ٱهۡبِطُواْ مِنۡهَا جَمِيعٗاۖ فَإِمَّا يَأۡتِيَنَّكُم مِّنِّي هُدٗى فَمَن تَبِعَ هُدَايَ فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ ﰥ","قلنا اهبطوا منها جميعا فإما يأتينكم مني هدى فمن تبع هداي فلا خوف عليهم ولا هم يحزنون","[38] قال الله لهم: اهبطوا من الجنة جميعاً، وسيأتيكم أنتم وذرياتكم المتعاقبة ما فيه هدايتكم إلى الحق. فمن عمل بها فلا خوف عليهم فيما يستقبلونه من أمر الآخرة، ولاهم يحزنون على ما فاتهم من أمور الدنيا."
46,1,7,2,Al-Baqarah,"البَقَرَة ",2,3,39,"وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ ﰦ","والذين كفروا وكذبوا بآياتنا أولئك أصحاب النار هم فيها خالدون","[39] والذين جحدوا وكذبوا بآياتنا المتلوة ودلائل توحيدنا، أولئك الذين يلازمون النار، هم فيها خالدون، لا يخرجون منها."
47,1,7,2,Al-Baqarah,"البَقَرَة ",4,5,40,"يَٰبَنِيٓ إِسۡرَٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَوۡفُواْ بِعَهۡدِيٓ أُوفِ بِعَهۡدِكُمۡ وَإِيَّٰيَ فَٱرۡهَبُونِ ﰧ","يابني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأوفوا بعهدي أوف بعهدكم وإياي فارهبون","[40] يا ذرية يعقوب اذكروا نعمي الكثيرة عليكم، واشكروا لي، وأتموا وصيتي لكم: بأن تؤمنوا بكتبي ورسلي جميعاً، وتعملوا بشرائعي. فإن فعلتم ذلك أُتمم لكم ما وعدتكم به من الرحمة في الدنيا، والنجاة في الآخرة. وإيَّايَ -وحدي- فخافوني، واحذروا نقمتي إن نقضتم العهد، وكفرتم بي."
48,1,7,2,Al-Baqarah,"البَقَرَة ",5,7,41,"وَءَامِنُواْ بِمَآ أَنزَلۡتُ مُصَدِّقٗا لِّمَا مَعَكُمۡ وَلَا تَكُونُوٓاْ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُواْ بِـَٔايَٰتِي ثَمَنٗا قَلِيلٗا وَإِيَّٰيَ فَٱتَّقُونِ ﰨ","وآمنوا بما أنـزلت مصدقا لما معكم ولا تكونوا أول كافر به ولا تشتروا بآياتي ثمنا قليلا وإياي فاتقون","[41] وآمنوا -يا بني إسرائيل- بالقرآن الذي أنزَلْتُه على محمد نبي الله ورسوله، موافقاً لما تعلمونه من صحيح التوراة، ولا تكونوا أول فريق من أهل الكتاب يكفر به، ولا تستبدلوا بآياتي ثمناً قليلاً من حطام الدنيا الزائل، وإياي وحدي فاعملوا بطاعتي واتركوا معصيتي."
49,1,7,2,Al-Baqarah,"البَقَرَة ",7,8,42,"وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ ﰩ","ولا تلبسوا الحق بالباطل وتكتموا الحق وأنتم تعلمون","[42] ولا تخلِطوا الحق الذي بيَّنته لكم بالباطل الذي افتريتموه، واحذروا كتمان الحق الصريح من صفة نبي الله ورسوله محمد -صلى الله عليه وسلم- التي في كتبكم، وأنتم تجدونها مكتوبة عندكم، فيما تعلمون من الكتب التي بأيديكم."
50,1,7,2,Al-Baqarah,"البَقَرَة ",8,9,43,"وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ ﰪ","وأقيموا الصلاة وآتوا الزكاة واركعوا مع الراكعين","[43] وادخلوا في دين الإسلام: بأن تقيموا الصلاة على الوجه الصحيح، كما جاء بها نبي الله ورسوله محمد -صلى الله عليه وسلم-، وتؤدوا الزكاة المفروضة على الوجه المشروع، وتكونوا مع الراكعين من أمته -صلى الله عليه وسلم-."
51,1,7,2,Al-Baqarah,"البَقَرَة ",9,10,44,"۞ أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ ﰫ","أتأمرون الناس بالبر وتنسون أنفسكم وأنتم تتلون الكتاب أفلا تعقلون","[44] ما أقبح حالَكم وحالَ علمائكم حين تأمرون الناس بعمل الخيرات، وتتركون أنفسكم، فلا تأمرونها بالخير العظيم، وهو الإسلام، وأنتم تقرؤون التوراة، التي فيها صفات محمد -صلى الله عليه وسلم-، ووجوب الإيمان به! أفلا تستعملون عقولكم استعمالاً صحيحاً؟"
52,1,7,2,Al-Baqarah,"البَقَرَة ",11,11,45,"وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ ﰬ","واستعينوا بالصبر والصلاة وإنها لكبيرة إلا على الخاشعين","[45] واستعينوا في كل أموركم بالصبر بجميع أنواعه، وكذلك الصلاة. وإنها لشاقة إلا على الخاشعين."
53,1,7,2,Al-Baqarah,"البَقَرَة ",12,12,46,"ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ ﰭ","الذين يظنون أنهم ملاقو ربهم وأنهم إليه راجعون","[46] الذين يخشون الله ويرجون ما عنده، ويوقنون أنهم ملاقو ربِّهم جلَّ وعلا بعد الموت، وأنهم إليه راجعون يوم القيامة للحساب والجزاء."
